제목,카테고리,hex1,hex2,hex3,hex4,hex5,hex1rate,hex2rate,hex3rate,hex4rate,hex5rate,file_path
열성 오메가 K의 비밀[개정판],BL,#d2a9bb,#e5cad8,#b082a6,#8a5888,#68243e,0.34578993055555557,0.23733568948412698,0.21563430059523808,0.12377852182539682,0.07746155753968254,열성 오메가 K의 비밀[개정판].jpg
영원한 계약,BL,#f9efee,#2a202d,#5c495c,#a27478,#d9b8b8,0.23148561507936508,0.21275421626984126,0.2058190724206349,0.19248821924603174,0.157452876984127,영원한 계약.jpg
옆집 알바생,BL,#fdd3d5,#fcf2eb,#0a0707,#766162,#d9c2b1,0.46098400297619047,0.1667751736111111,0.13022073412698412,0.12390252976190476,0.11811755952380952,옆집 알바생.jpg
옆집에 사는 무뚝뚝한 매니저 [일반판],BL,#f1f7f7,#78b3b8,#3b3f58,#607986,#dfb49c,0.48740699404761906,0.17816530257936508,0.14437313988095238,0.10751798115079365,0.08253658234126984,옆집에 사는 무뚝뚝한 매니저 [일반판].jpg
예쁜 울보에게는 이유가 있다,BL,#e9ccd1,#f6f1f2,#55282d,#e9c386,#9c7772,0.5609281994047619,0.1904234871031746,0.10012400793650794,0.07526971726190476,0.0732545882936508,예쁜 울보에게는 이유가 있다.jpg
오늘의 운세를 알려주세요,BL,#fde5e2,#d7beb3,#383643,#73696f,#af9992,0.6492404513888889,0.16005084325396826,0.0888640873015873,0.06497085813492064,0.03687375992063492,오늘의 운세를 알려주세요.jpg
오메가만큼은 되고 싶지 않아-눈 떠보니 BL만화 속이었습니다-,BL,#f4e7e7,#132e3a,#5e525f,#a394a1,#1f745f,0.35341331845238094,0.17684461805555557,0.1669828869047619,0.15614769345238094,0.14661148313492064,오메가만큼은 되고 싶지 않아-눈 떠보니 BL만화 속이었습니다-.jpg
오메르타,BL,#504843,#1d1614,#8b7c73,#c8b0a2,#efe2d7,0.2782800099206349,0.22917286706349208,0.19205109126984127,0.16194196428571428,0.13855406746031745,오메르타.jpg
오해가 계속되면 오예입니다,BL,#efd0b3,#c39685,#f1e8dd,#0f0d0e,#614142,0.2873232886904762,0.18817894345238095,0.18350694444444443,0.17231212797619047,0.16867869543650793,오해가 계속되면 오예입니다.jpg
올바른 연애,BL,#fcf8f3,#e3c4c1,#e17974,#804038,#967f96,0.45836123511904764,0.20652281746031745,0.16368737599206348,0.10047433035714286,0.07095424107142857,올바른 연애.jpg
용애담,BL,#cfc1c0,#303d41,#626e70,#f0edec,#aba19e,0.28679625496031746,0.22883804563492063,0.19536520337301588,0.1595672123015873,0.12943328373015872,용애담.jpg
우당탕 방구석 로맨스,BL,#f9f7f1,#e8c49d,#706260,#e16b52,#762f26,0.49782580105212815,0.1739257532281205,0.16312230989956958,0.09169835007173602,0.07342778574844572,우당탕 방구석 로맨스.jpg
"우리 사이를 정하자면, XOXO(우정뽀)",BL,#fdf7f9,#3b4153,#f8dcdf,#968a90,#c8b5b7,0.29149305555555555,0.25053323412698414,0.22684771825396827,0.15250186011904762,0.07862413194444444,"우리 사이를 정하자면, XOXO(우정뽀).jpg"
우리 아빠가 수상해,BL,#f4edf1,#dec3cc,#725a81,#28254d,#bf93a0,0.30981212797619045,0.20828062996031746,0.19013826884920634,0.16437872023809524,0.12739025297619047,우리 아빠가 수상해.jpg
우리들의 혼탁한 레종데트르,BL,#dcbfb0,#5a555c,#f9ede8,#909aa7,#2d2828,0.3371496775793651,0.22393043154761905,0.1957465277777778,0.13060825892857142,0.11256510416666667,우리들의 혼탁한 레종데트르.jpg
우연한 친구,BL,#261f16,#4c3f25,#e5d0c7,#836656,#a99389,0.2824497767857143,0.26887710813492066,0.18310081845238096,0.15105406746031746,0.11451822916666667,우연한 친구.jpg
운명론적 파트너,BL,#fdf7f9,#865d76,#d0c3e6,#431a21,#d792a2,0.4847563244047619,0.1592168898809524,0.13017423115079366,0.11752232142857143,0.10833023313492063,운명론적 파트너.jpg
원룸 엔젤,BL,#efa933,#fdf4f3,#f8e17f,#242b1b,#97552b,0.3359343998015873,0.21617993551587303,0.19584573412698414,0.13382006448412698,0.11821986607142858,원룸 엔젤.jpg
은밀하게 레디 액션,BL,#643636,#301b20,#a55f4f,#f0d5bf,#dbab8e,0.23801773313492064,0.2203093998015873,0.1898530505952381,0.1759765625,0.17584325396825398,은밀하게 레디 액션.jpg
은밀한 화원,BL,#fdfafb,#e8d5da,#c9b4bb,#98848b,#5c4d4f,0.44680989583333336,0.2876674107142857,0.15556485615079366,0.08031063988095238,0.02964719742063492,은밀한 화원.jpg
은향,BL,#eae1e9,#222537,#646d8b,#61414c,#bbadb7,0.3070591517857143,0.18883308531746032,0.17550533234126983,0.17369791666666667,0.1549045138888889,은향.jpg
이 소설이 끝나기 전에,BL,#fbeadf,#edc3c4,#986871,#513744,#a59bb0,0.47159908234126985,0.2332000248015873,0.10953931051587301,0.09830109126984127,0.08736049107142857,이 소설이 끝나기 전에.jpg
이곳에서 같이 산다면,BL,#b05555,#eea790,#fdfbf8,#f5ded0,#51353b,0.24694940476190477,0.23332093253968253,0.20160280257936508,0.1797154017857143,0.13841145833333332,이곳에서 같이 산다면.jpg
"이노우에, 시작할까요",BL,#f9d180,#75789a,#dc7154,#f8e4e6,#522e46,0.3972594246031746,0.22782428075396827,0.13291170634920635,0.12957279265873015,0.11243179563492063,"이노우에, 시작할까요.jpg"
이대로 계속되는 닮지 않는 우리,BL,#ced6bb,#f1cca9,#f8f6f2,#484037,#8b7f73,0.41923673115079363,0.26006634424603176,0.22437065972222223,0.05185701884920635,0.04446924603174603,이대로 계속되는 닮지 않는 우리.jpg
이루지 못한 그 사랑을 다시,BL,#f4f8fb,#b6968e,#996b63,#e2ccc9,#654c45,0.6912791418650793,0.08924541170634921,0.0806578621031746,0.08052765376984126,0.05828993055555556,이루지 못한 그 사랑을 다시.jpg
이제는 좋아한다고 말할 수 있어,BL,#f8e5dc,#dc9e60,#5a4d61,#e00466,#100809,0.4834170386904762,0.2859840029761905,0.10421937003968254,0.06451202876984127,0.061867559523809526,이제는 좋아한다고 말할 수 있어.jpg
"이쪽을 봐줘, 눈치채 줘",BL,#fefaf9,#f2dace,#d1c6cf,#cca59a,#90787b,0.4636687748015873,0.16544208829365079,0.16514756944444445,0.1363126240079365,0.06942894345238096,"이쪽을 봐줘, 눈치채 줘.jpg"
이토이 군과 히야마 군의 사랑,BL,#eceff1,#e3d1c4,#cfb09f,#c74b3c,#af827a,0.4386222718253968,0.17974640376984127,0.16338355654761905,0.11704489087301587,0.10120287698412699,이토이 군과 히야마 군의 사랑.jpg
이혼신청,BL,#f0e5ea,#c0c0dc,#5e6375,#9b96a5,#2e2f3f,0.4069940476190476,0.21255270337301588,0.13502914186507936,0.12492869543650793,0.12049541170634921,이혼신청.jpg
익명으로 전해드립니다,BL,#ecf1f3,#abddef,#5e5157,#917c7d,#edcbc8,0.30460069444444443,0.22874813988095238,0.18510664682539682,0.15260106646825397,0.1289434523809524,익명으로 전해드립니다.jpg
인아웃,BL,#292c3b,#f3e5e7,#928295,#5b536a,#d2b3b4,0.36513516865079365,0.26826326884920637,0.133624751984127,0.12613467261904762,0.1068421378968254,인아웃.jpg
입덕학개론,BL,#f3dfcd,#f6efee,#bcbfd1,#47373f,#b68793,0.4675347222222222,0.1859281994047619,0.14324466765873015,0.12856522817460317,0.07472718253968254,입덕학개론.jpg
잡아먹힐 것 같아,BL,#f1d1c2,#9c7b7c,#241f22,#674850,#f9e652,0.34327256944444445,0.20836433531746032,0.19398871527777778,0.1757998511904762,0.07857452876984126,잡아먹힐 것 같아.jpg
장군령,BL,#ccb3af,#efe4e0,#9f8383,#694c4c,#282223,0.2648065476190476,0.2614800347222222,0.1867125496031746,0.1550936259920635,0.13190724206349205,장군령.jpg
재즈처럼,BL,#c3d2ed,#f6e4d9,#d3a98f,#a45e40,#6d2a19,0.3447265625,0.28388826884920637,0.19813368055555555,0.1165953621031746,0.056656125992063495,재즈처럼.jpg
"저기요, 황태자님",BL,#f9f1e9,#b5b7ba,#efcf9c,#a8856b,#453335,0.5610290404040404,0.1387847222222222,0.1361584595959596,0.08303030303030302,0.08099747474747475,"저기요, 황태자님.jpg"
저의 아빠가 되어주세요,BL,#837c67,#193a79,#c5b2ac,#131d35,#584e49,0.3111979166666667,0.26920882936507934,0.17458457341269842,0.1228391617063492,0.12216951884920635,저의 아빠가 되어주세요.jpg
제로헌팅,BL,#1f2542,#9891a0,#c1c4cf,#545d77,#f9f2f3,0.2564546130952381,0.2449466765873016,0.19707961309523808,0.1724888392857143,0.12903025793650794,제로헌팅.jpg
조금씩 점점,BL,#f6dcb9,#f7f1e6,#5c5954,#a69b96,#da593f,0.31497085813492065,0.29466455853174606,0.15426587301587302,0.12259424603174603,0.11350446428571428,조금씩 점점.jpg
"좋아해, 미야비 군",BL,#fffefe,#eed6ba,#413437,#e4915d,#64688b,0.4571025545634921,0.20964781746031746,0.19176587301587303,0.07309027777777778,0.06839347718253969,"좋아해, 미야비 군.jpg"
주심의 죄,BL,#3e2925,#7a4f3c,#e7b389,#f7dec6,#b97b57,0.2582620287698413,0.24680369543650793,0.1765687003968254,0.1720672123015873,0.14629836309523808,주심의 죄.jpg
지수에 관하여,BL,#dab8ba,#cb999a,#eee6e8,#7a6471,#2b1e2b,0.516015625,0.18723648313492064,0.1347687251984127,0.10594928075396826,0.05602988591269841,지수에 관하여.jpg
진짜로 바꿔줘 [GL],BL,#f7ede7,#a6acdb,#504c4e,#ab7ea3,#241722,0.38154141865079366,0.2751705109126984,0.16394159226190477,0.1128844246031746,0.06646205357142858,진짜로 바꿔줘 [GL].jpg
집착공의 인형놀이,BL,#ccbfd1,#edeff8,#a895b1,#362836,#675880,0.34092571924603177,0.25727926587301586,0.20825272817460316,0.10346602182539683,0.09007626488095238,집착공의 인형놀이.jpg
처위상 [BL],BL,#413931,#f1e2cd,#72604b,#a18c6e,#cdbba0,0.33117559523809526,0.19330357142857144,0.1872891865079365,0.16098090277777777,0.12725074404761905,처위상 [BL].jpg
철벽 오메가와 짝이 되는 방법,BL,#fafdfd,#18d0e1,#f4c0a0,#716e88,#2c2220,0.30130208333333336,0.2529637896825397,0.22741815476190477,0.11746651785714286,0.10084945436507936,철벽 오메가와 짝이 되는 방법.jpg
첫사랑이 하고 싶어,BL,#fef8ec,#efd8c7,#c9b4a5,#9c7664,#5b3f3c,0.2837634351008748,0.1953981431887163,0.18747955722192466,0.17938850205320478,0.15397036243527942,첫사랑이 하고 싶어.jpg
청춘을 시즈카에게 바칩니다(개정판),BL,#f5f3f6,#dbd4db,#d1a6a9,#9d6b78,#6a364e,0.5132316468253968,0.252641369047619,0.08689236111111111,0.07455047123015873,0.07268415178571429,청춘을 시즈카에게 바칩니다(개정판).jpg
촬영 후에 먹게 해줄래,BL,#b3808f,#ebbdb3,#f6e7dc,#83535d,#4e272f,0.2898561507936508,0.2738653273809524,0.2611359126984127,0.0937437996031746,0.08139880952380953,촬영 후에 먹게 해줄래.jpg
최애가 내 학생이 되었습니다(개정판),BL,#f9eeee,#5f5372,#d0becd,#927e9d,#352430,0.3808810763888889,0.19515128968253967,0.16235119047619048,0.15462859623015873,0.10698784722222222,최애가 내 학생이 되었습니다(개정판).jpg
춘정지란,BL,#f5c7d2,#fbeeec,#a8d2d5,#cf9ea6,#96656a,0.3955450148809524,0.3131665426587302,0.16263020833333333,0.0822265625,0.046431671626984125,춘정지란.jpg
츠다 군은 마스다 쌤과 사이가 나쁘다,BL,#f5ddcf,#454761,#ebba73,#2a262e,#9e7986,0.3912605406746032,0.20017361111111112,0.15381324404761904,0.13034164186507938,0.1244109623015873,츠다 군은 마스다 쌤과 사이가 나쁘다.jpg
치바 군과 타키구치 군은 친구가 없다,BL,#fffefe,#416d7e,#3e4c56,#e1d19e,#ad975a,0.6270461309523809,0.15608878968253967,0.13435329861111112,0.05711185515873016,0.025399925595238095,치바 군과 타키구치 군은 친구가 없다.jpg
친구가 이혼한다 [개정판],BL,#f0cca4,#faeed1,#79594c,#a4887a,#2e201b,0.3237878224206349,0.2673921130952381,0.22261284722222222,0.16144593253968254,0.02476128472222222,친구가 이혼한다 [개정판].jpg
카라스가오카 Don_t be shy,BL,#fcedc0,#eb9ead,#090306,#a13767,#050792,0.41324094742063494,0.1999968998015873,0.16121961805555557,0.1611328125,0.06440972222222222,카라스가오카 Don_t be shy.jpg
크레이지 네이버,BL,#f3f1ef,#342e5a,#e8b573,#a6423c,#a9b1d0,0.49304625496031745,0.19131634424603175,0.1339440724206349,0.13192584325396825,0.04976748511904762,크레이지 네이버.jpg
킬 더 라이츠 [개정판],BL,#d59ea4,#ac898a,#aa545e,#050304,#453c48,0.38098302965344766,0.24648642372275814,0.1649898177920686,0.16374115755627008,0.04379957127545552,킬 더 라이츠 [개정판].jpg
킹스메이커,BL,#320b09,#915837,#f2d5a7,#cc9867,#f4ece4,0.40446738591269843,0.178125,0.17529451884920635,0.13231956845238096,0.10979352678571429,킹스메이커.jpg
택배는 사랑을 싣고,BL,#e4b9ff,#a38e86,#ebdede,#4e494a,#e1c6b5,0.4548487103174603,0.2221137152777778,0.15583147321428573,0.10128038194444444,0.06592571924603174,택배는 사랑을 싣고.jpg
투게더 더 시리즈(2gether The Series),BL,#efefea,#2c292b,#deae9c,#74a4cf,#84726a,0.41255580357142857,0.23913380456349206,0.20846974206349206,0.07623697916666666,0.06360367063492063,투게더 더 시리즈(2gether The Series).jpg
"튀어나왔어요, BL만화",BL,#faf0e9,#f6bda6,#8f6e68,#2d2a2d,#9ba4b1,0.3677455357142857,0.18402467757936508,0.18190414186507936,0.15511532738095238,0.11121031746031745,"튀어나왔어요, BL만화.jpg"
파운-바다를 삼키다,BL,#0a0504,#352c2c,#746867,#af9e9a,#deccc7,0.3423456101190476,0.2531467013888889,0.16258370535714287,0.15091455853174604,0.0910094246031746,파운-바다를 삼키다.jpg
파쿠리인 내가 어시를,BL,#b08b7c,#f8ece9,#694c53,#2b1c1d,#debdb2,0.21346416170634921,0.21107700892857142,0.20440228174603176,0.18708147321428573,0.1839750744047619,파쿠리인 내가 어시를.jpg
피장파장의 오류,BL,#2f322e,#fea802,#f9e6df,#cdb0a1,#645b53,0.40520523313492063,0.3461154513888889,0.12928137400793652,0.06862599206349207,0.0507719494047619,피장파장의 오류.jpg
피치러브,BL,#c49b75,#211408,#7e501c,#fefcf0,#fcce29,0.33742559523809523,0.27960069444444446,0.15658172123015873,0.1353639632936508,0.0910280257936508,피치러브.jpg
하레와 모노노케,BL,#f9f2ed,#5a8b87,#192435,#3b4a5c,#adb3ab,0.34735243055555554,0.2240420386904762,0.16929563492063493,0.15088975694444445,0.10842013888888889,하레와 모노노케.jpg
하천부지 로미쥬리 항쟁곡,BL,#f5dbbf,#fc5078,#e29f88,#291c16,#7e635f,0.28431299603174603,0.25666232638888886,0.1953249007936508,0.17078373015873016,0.09291604662698413,하천부지 로미쥬리 항쟁곡.jpg
하치쿠마(개정판),BL,#fcefdc,#f1cfa6,#202625,#fac705,#9d6536,0.2978856646825397,0.24335007440476192,0.20450458829365079,0.14623945932539684,0.10802021329365079,하치쿠마(개정판).jpg
한 번만 부탁해,BL,#fcf9f8,#8f858a,#edd7c2,#442d2c,#df9765,0.3777002728174603,0.19658978174603176,0.1931671626984127,0.12215091765873017,0.11039186507936508,한 번만 부탁해.jpg
한밤중의 편의점,BL,#171519,#e8d7c1,#cd9e81,#373d48,#8a6e5f,0.2709046378968254,0.263147941468254,0.18280319940476192,0.16200086805555555,0.12114335317460317,한밤중의 편의점.jpg
한번 해볼래,BL,#f9fbf9,#e5e0e7,#c4b8ac,#3a313f,#848078,0.36277901785714284,0.25481460813492063,0.1765842013888889,0.1248108878968254,0.08101128472222222,한번 해볼래.jpg
햇살보다 눈부신,BL,#cdcceb,#eee7f3,#a6addd,#8186cf,#5c578c,0.2643074156746032,0.2517764136904762,0.21837487599206348,0.20446738591269842,0.06107390873015873,햇살보다 눈부신.jpg
햇살의 오렌지,BL,#f2a899,#20141d,#f1d3d1,#5f3f3f,#9d6e65,0.3971509176587302,0.2883246527777778,0.17409474206349207,0.07244543650793651,0.0679842509920635,햇살의 오렌지.jpg
형이 좋아,BL,#efeb38,#dfddce,#b3ad9c,#3f3a3b,#8b6f51,0.5666015625,0.15966641865079365,0.10931609623015873,0.08579179067460317,0.07862413194444444,형이 좋아.jpg
호랑이 장가드는 날 [개정판],BL,#f9e6d5,#9bc8f0,#d6a996,#3a3943,#776665,0.29169146825396824,0.2152064732142857,0.17144407242063492,0.16626054067460316,0.15539744543650794,호랑이 장가드는 날 [개정판].jpg
화우요,BL,#e5eced,#c1c1bb,#8f9b89,#262124,#5a5c5a,0.4389446924603175,0.16215277777777778,0.14575272817460316,0.1273685515873016,0.12578125,화우요.jpg
황룡전 [개정판],BL,#352e22,#bf7d4d,#ede3d2,#7f462c,#b3a085,0.2452721974206349,0.22025359623015872,0.19741443452380952,0.17241443452380953,0.1646453373015873,황룡전 [개정판].jpg
황제의 사랑방식,BL,#ccba80,#f7dec1,#52231c,#b56249,#788885,0.36473834325396826,0.2624906994047619,0.1435422867063492,0.11806485615079365,0.11116381448412699,황제의 사랑방식.jpg
후계자는 참지 않아,BL,#fce0c6,#fffefd,#deab9c,#382a3d,#876567,0.3894562251984127,0.25264756944444444,0.15045572916666666,0.1289186507936508,0.0785218253968254,후계자는 참지 않아.jpg
후우타의 첫사랑 캔버스,BL,#f8f7f8,#75dce0,#eec6a3,#342930,#a07f5f,0.3522290426587302,0.22085503472222223,0.16004154265873016,0.13467881944444443,0.13219556051587303,후우타의 첫사랑 캔버스.jpg
흉터(개정판),BL,#0b0406,#1e262f,#c1424b,#81404a,#730e19,0.34898313492063493,0.23614211309523808,0.22202070932539683,0.09967757936507937,0.0931764632936508,흉터(개정판).jpg
"힐, 힐, 힐",BL,#f9f8f4,#cddadd,#6e6568,#aa9e89,#353036,0.42425285218253966,0.22995101686507938,0.14060329861111112,0.12269655257936508,0.08249627976190477,"힐, 힐, 힐.jpg"
35세 강무열,개그,#f7f3e8,#846260,#464343,#bf9d8a,#79a3c6,0.359929935515873,0.2657676091269841,0.1500217013888889,0.1175843253968254,0.10669642857142857,35세 강무열.jpg
갓진상,개그,#e4c4b1,#f7efe9,#b49d71,#625b55,#080605,0.2770926339285714,0.25883246527777776,0.17987351190476192,0.1683221726190476,0.11587921626984127,갓진상.jpg
고양이툰,개그,#3a2625,#997675,#d5c4be,#f4ca4c,#f03426,0.30182291666666666,0.27619357638888886,0.2515252976190476,0.11873139880952381,0.051726810515873016,고양이툰.jpg
그 시절에도 피어오르던 취향,개그,#f9fbe3,#f6d0c5,#714e52,#ac918e,#e1c43b,0.6135044642857143,0.19284784226190477,0.08326822916666667,0.0629030257936508,0.04747643849206349,그 시절에도 피어오르던 취향.jpg
그녀의 레시피,개그,#f8f0e2,#ccb29d,#cd4547,#745857,#261413,0.5248728918650793,0.1841827876984127,0.1132905505952381,0.09965587797619048,0.07799789186507937,그녀의 레시피.jpg
나는 마법소녀가 아니다,개그,#f3f6f6,#362224,#c9586a,#e6b72d,#f3adb4,0.34955047123015875,0.22896515376984128,0.18551587301587302,0.12260664682539682,0.11336185515873017,나는 마법소녀가 아니다.jpg
나비효과,개그,#dccbc1,#495768,#ac938a,#f3f2f1,#0e0a0b,0.35079365079365077,0.1912078373015873,0.16591951884920636,0.15031001984126985,0.14176897321428572,나비효과.jpg
노멀모드,개그,#fefefd,#191c1f,#ccbdb6,#956251,#174eae,0.8080295138888889,0.06877480158730159,0.061920262896825395,0.04730282738095238,0.013972594246031747,노멀모드.jpg
노점묵시록,개그,#692b1c,#3c170e,#f08954,#9b543f,#eba991,0.3618768601190476,0.275226314484127,0.1879092261904762,0.10784350198412698,0.06714409722222223,노점묵시록.jpg
노크필수,개그,#151f33,#f2c08c,#a4cdd3,#fafaf7,#937553,0.3075830853174603,0.2505580357142857,0.24800037202380953,0.11884610615079365,0.07501240079365079,노크필수.jpg
대폭발 이론,개그,#814880,#2a3956,#111220,#fbfafb,#c3b2b9,0.3089967757936508,0.275031001984127,0.17198970734126984,0.13541356646825398,0.10856894841269842,대폭발 이론.jpg
또라이 대사형 무림생존기,개그,#faf9f7,#b4c2ea,#452b4a,#0f070f,#a57198,0.4735615079365079,0.1833922371031746,0.13915240575396826,0.107421875,0.0964719742063492,또라이 대사형 무림생존기.jpg
멘탈 쓰레기,개그,#020202,#e4b6a9,#a68580,#58403b,#f6f2f2,0.7009331597222223,0.16030195932539681,0.057074652777777776,0.04328187003968254,0.038408358134920634,멘탈 쓰레기.jpg
무용지용,개그,#fcf8ed,#9f746e,#e4c6aa,#513536,#9bc5e8,0.4148933531746032,0.20327380952380952,0.19567212301587303,0.10180741567460318,0.08435329861111111,무용지용.jpg
미니미니 전차장,개그,#fcb5b1,#fbf2e0,#d26742,#774f3c,#78cfdd,0.48705977182539684,0.1857204861111111,0.18569258432539681,0.11345176091269842,0.028075396825396826,미니미니 전차장.jpg
벗겨주실래요,개그,#fdfcfc,#f88659,#f1b5b5,#392f34,#968496,0.5032676091269841,0.17021019345238095,0.16869109623015874,0.09247271825396826,0.06535838293650793,벗겨주실래요.jpg
사랑은 외계인도 병들게 한다,개그,#f8f1ec,#efcfb0,#140405,#82221e,#91aeb1,0.3715029761904762,0.22250744047619048,0.16751612103174604,0.1245969742063492,0.1138764880952381,사랑은 외계인도 병들게 한다.jpg
스크램블,개그,#37512e,#67241e,#b83730,#faf7ed,#b9b7a2,0.3835193452380952,0.3103422619047619,0.12290116567460317,0.09313616071428571,0.09010106646825397,스크램블.jpg
아포칼립로맨스,개그,#fefab8,#9a8a5a,#fdf8ed,#302a08,#cab995,0.639617435515873,0.11927083333333334,0.10314360119047619,0.08110739087301587,0.05686073908730159,아포칼립로맨스.jpg
에디슈타인,개그,#f5f8f7,#a9a195,#d5d8d6,#14100c,#5f5a51,0.49401971726190474,0.3096974206349206,0.13648623511904762,0.03568638392857143,0.024110243055555557,에디슈타인.jpg
여인탐구실록[개정판],개그,#eee0d4,#ad9083,#261919,#593d44,#d44b4b,0.4376829117063492,0.23492993551587302,0.1281405009920635,0.10658172123015873,0.09266493055555555,여인탐구실록[개정판].jpg
예전고,개그,#fdeada,#040303,#c0cacd,#a67862,#3b3b3d,0.45574156746031746,0.1779699900793651,0.15221354166666667,0.11570870535714285,0.09836619543650793,예전고.jpg
오인용,개그,#ebd7d0,#e3c17a,#030202,#a89592,#5c5451,0.382991460755814,0.2870385174418605,0.22805868459302325,0.059404978197674416,0.04250635901162791,오인용.jpg
우리 집 아재,개그,#f7fbfb,#eaded3,#9e8876,#554b46,#070605,0.720600818452381,0.10634610615079365,0.09906684027777778,0.04009796626984127,0.03388826884920635,우리 집 아재.jpg
우리집에 놀러와,개그,#fbd065,#fbe9c3,#855243,#1b0c06,#8eb197,0.6085596478174603,0.14701760912698414,0.13017113095238095,0.06978856646825397,0.04446304563492064,우리집에 놀러와.jpg
일진짱의 남자,개그,#504137,#140b0b,#a39b8d,#ccc1b3,#fbfaf8,0.2523313492063492,0.21277591765873016,0.19854290674603176,0.18271329365079364,0.15363653273809524,일진짱의 남자.jpg
잘나간다 김단비,개그,#f4f7de,#fae4bc,#bb8539,#8b5022,#e7b575,0.34896763392857144,0.27018539186507934,0.13374875992063492,0.1286954365079365,0.11840277777777777,잘나간다 김단비.jpg
전설의 안마왕,개그,#d9b9ac,#fbeae3,#6f5248,#957e60,#130d0c,0.30306609623015873,0.2849578373015873,0.21087239583333334,0.14430183531746033,0.05680183531746032,전설의 안마왕.jpg
전학생은 외계인,개그,#083654,#08ddd6,#eabf6b,#ca120d,#18e40d,0.4294580853174603,0.39564422123015874,0.09716021825396826,0.03962053571428571,0.038116939484126984,전학생은 외계인.jpg
